steps,ingredients,name,id
"In a large serving dish, top with whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping, whipped topping,","vanilla wafers, hot water, instant coffee, prepared vanilla pudding, whipped topping, cocoa powder",easy tiramisu for two,198914
Preheat oven at 350 degrees. Spread peach trifle in a well greased 13x9 baking dish. Spread peach trifle in a well greased 13x9 baking,"low-fat vanilla yogurt, vanilla pudding mix, skim milk, raspberry jam, dry sherry, angel food cake, peaches in juice, mint sprig",queen s speech peach trifle,2828
Add 1/2 cup of water to a large mixing bowl. Add 1/2 cup of water to a large mixing bowl. Add,"cooked ham, flour tortilla, butter, egg, cheddar cheese, onion, chili powder",mexican snack,172057
"Heat the oil in a frying pan. Add the garlic and saut until fragrant, about 5 minutes. Add parmesan and cook until fragrant, about 5 minutes","garlic clove, hot red pepper flakes, olive oil, broccoflower, water, balsamic vinegar, unsalted butter, fresh basil leaves, parmesan cheese",broccoflower archer,258128
Place the chicken on top of red peppers. Place the chicken on top of red peppers. Add another layer of peppers. Cook low for 6 hours. Your crockpot may vary in the length of time to cook.,"boneless skinless chicken breasts, roasted red peppers, dry breadcrumbs, vegetable oil, sour cream, feta cheese",roasted red pepper chicken,110529
"Combine milk, ice, honey, pineapple chunk, water. Mix well. Pour in slushie. Bake at 350 degrees for 1 hour.","bananas, ice, honey, pineapple chunk, water",banana pineapple slushie,128333
Mix all ingredients in a large bowl. Cover with plastic wrap and refrigerate overnight.,"bulk pork sausage, green pepper, onion, canned tomato, oregano, rosemary, black pepper, garlic clove, black-eyed peas, cheese",black eyed pea supper dish,393021
"Place beef, tomato sauce, diced tomatoes, onion, garlic, grape jelly, oregano, basil, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black pepper, italian seasoning, black","ground beef, tomato sauce, diced tomatoes, onion, garlic, grape jelly, oregano, basil, italian seasoning, black pepper",my favorite spaghetti sauce,168018
"Heat oven to 425 degrees. Place chicken skin side down in baking pan. Bake, uncovered, 30 minutes. Turn chicken","eggs, cracker crumb, garlic salt, ground black pepper, boneless skinless chicken breast halves, butter",famous butter chicken,68613
Preheat oven to 400f. Place french bread on baking sheet. Bake for 3-4 minutes until crisp. Spread beans evenly over tortillas. Spread taco sauce evenly over beans. Top with any additional ingredients. Cut into wedges and serve.,"french bread, firm tofu, tomato paste, olive oil, tamari, ground fennel, dried oregano, garlic, cayenne pepper, salt and black pepper",french bread pizza vegetarian,83305
"Place jello in 1 c hot water. Let stand for 5 minutes, then add 1 c cold water. Using mixer add the cherry jell-o, mix on slow speed. Fold in coolwhip, fruit. Chill. You can also use strawberries& strawberry jello.","cherry jell-o, boiling water, dream whip, cherry pie filling",chris s favorite cherry jello,177372
"Combine skim milk, splenda granular, cocoa powder, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-fat peanut butter, quick oatmeal, vanilla, reduced-","skim milk, splenda granular, cocoa powder, vanilla, reduced-fat peanut butter, quick oatmeal",no bake reduced fat cookies,276362
Mix all ingredients together in large bowl. Refrigerate 20 min or till needed. Preheat oven to 350. Roll chilled mixture into 1 in balls. Put on greased cookie sheet. Bake 15 minutes.,"stove top stuffing mix monterey style with mushroom and onion, hot water, butter, frozen chopped spinach, parmesan cheese, fresh mushrooms, onion, eggs",stove top spinach balls,223124
"Mix together oats, pecans, oat bran, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates, pecans, dates,","old fashioned oats, pecans, oat bran, light brown sugar, golden raisin, dried fig, dates, salt",georgia pecan muesli,374358
"Combine cranberry-peach juice, peach, vanilla yogurt, ice and cranberry juice in a blender. Cover and process on high until smooth. Add cranberry-peach juice, vanilla yogurt, ice and cranberry juice. Process until smooth.","cranberry-peach juice, peach, vanilla yogurt, ice",luscious white cranberry peach smoothie,259256
Sprinkle with reserved bacon. Serve immediately.,"lettuce, scallion, eggs, bacon, cider vinegar, sugar, heavy cream, salt, black pepper",smokey mountain wilted lettuce,252210
Dissolve gelatin in boiling water. Stir in ice cream until melted. Add strawberries and cake broken into small pieces. Chill until set. Slice in squares. Top with whipped cream.,"strawberries, sugar, unflavored gelatin, water, boiling water, whipping cream",strawberry cream cake filling,93743
Pour syrup into saucepan. Add syrup mixture and fruits together. Add to cream mixture. Add walnuts and chill.,"fruit cocktail in heavy syrup, egg, sugar, flour, baking soda, salt, nuts, brown sugar",momma s fruit cocktail cake,418956
Combine all ingredients in a crock pot. Stir to mix well. Cover and cook on low 6-9 hours. Cook rice as directed. Serve chicken a la king over a mound of rice.,"cornish hens, white onions, new potatoes, spike seasoning",simple cornish hen ala crock pot,343026
"Place the sauerkraut in a large bowl, cover with a lid, and let sit for 10 minutes. Remove from the lid and let sit for 10 minutes. Remove from the lid and","pork, onion, salt and pepper, sauerkraut, flour, baking powder, salt, butter, milk",pork and sauerkraut with dumplings,271152
"In a small mixing bowl, whisk together the oil, wine, garlic, parsley, oregano, bay leaf, black pepper, beef sirloin, fresh oregano, bay leaf, black pepper, beef sirloinpreparation:In a small mixing bowl, whisk together the oil, wine, garlic, parsley, oregano, bay leaf, black pepper, beef sirloin, fresh oregano, bay leaf, black pepper, beef sirloinpreparation:In a small mixing bowl, whisk together the oil, wine, garlic, parsley, oregano, bay leaf, black pepper, beef sirloin, fresh oregano, bay leaf, black pepper, beef sirloinpreparation:In a small mixing bowl, whisk together the oil, wine, garlic, parsley, oregano, bay leaf, black pepper, beef sirloin, fresh oregano, bay leaf, black pepper, beef sirloinpreparation:In a small mixing bowl, whisk together the oil, wine, garlic, parsley, oregano, bay leaf, black pepper, beef sirloin, fresh oregano, bay leaf, black pepper, beef sirloinpreparation:In a small mixing bowl, whisk together the oil, wine, garlic, parsley, oregano, bay leaf, black pepper, beef sirloin, fresh oregano, bay leaf, black pepper, beef sirloinpreparation:In a small mixing bowl, whisk together the oil, wine, garlic, parsley, oregano, bay leaf, black pepper, beef sirloin, fresh oregano, bay leaf, black pepper, beef sirloinpreparation:In a","mackerel fillet, white wine, salt, fresh ground black pepper, soy sauce, curry powder, breadcrumbs, garlic clove, dried parsley, extra virgin olive oil",spicy mackerel broil,252458
